seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID	modalTSS
2113169	chr19	14700559	14700682	+	44	311	0.2	124	-7.8	-2.04	0.26	NA	14700619
2113186	chr19	14703022	14703171	+	28	56	0.16	150	18.91	-2.44	0.08	NA	14703170
2113199	chr19	14706123	14706165	+	12	141	0.61	43	-13.83	0.29	0.52	NA	14706127
2113202	chr19	14706398	14706840	+	151	486	0.07	443	7.26	-4.32	0.13	NA	14706551
2113269	chr19	14721562	14721802	+	59	200	0.12	241	38.66	-3.13	0.13	NA	14721704
2113345	chr19	14800845	14800932	+	30	65	0.14	88	0.33	-2.5	0.08	NA	14800899
2113455	chr19	14903091	14903122	+	13	75	0.24	32	-6.91	-1.02	0.18	NA	14903091
2113518	chr19	15066904	15066912	+	9	125	0.44	9	0.44	-0.21	0.3	NA	15066907
2113654	chr19	15311931	15311932	+	2	56	0.98	2	0.48	1.87	0.87	NA	15311931
2113723	chr19	15366875	15366979	+	28	64	0.19	105	-23.52	-2.22	0.12	NA	15366886
2113771	chr19	15443394	15443569	+	44	271	0.32	176	-49.95	-1.91	0.28	NA	15443422
2113900	chr19	15523141	15523141	+	1	99	1	1	0	2	1	NA	15523140
2114099	chr19	15757575	15757697	+	27	121	0.22	123	14.72	-1.56	0.25	NA	15757655
2114100	chr19	15757723	15757770	+	14	52	0.35	48	-0.38	-1.09	0.19	NA	15757748
2114310	chr19	16187075	16187508	+	188	8369	0.36	434	9.33	-2.33	0.43	NA	16187303
2114313	chr19	16187758	16187834	+	26	54	0.19	77	-1.98	-2.23	0.1	NA	16187781
2114328	chr19	16189628	16189634	+	7	223	0.89	7	0.05	1.34	0.76	NA	16189630
2114349	chr19	16192723	16192827	+	49	408	0.32	105	5.04	-1.98	0.29	NA	16192785
2114367	chr19	16197230	16197324	+	37	115	0.13	95	-2.11	-2.81	0.08	NA	16197272
2114371	chr19	16198833	16198908	+	32	172	0.18	76	-12.48	-2	0.2	NA	16198833
2114415	chr19	16212086	16212374	+	86	300	0.2	289	36.54	-3.32	0.17	NA	16212304
2114426	chr19	16213057	16213134	+	27	95	0.34	78	-19.08	-1.58	0.25	NA	16213056
2114428	chr19	16213225	16213426	+	33	79	0.14	202	-8.77	-2.47	0.11	NA	16213423
2114432	chr19	16213621	16213749	+	26	57	0.18	129	14.53	-2.09	0.13	NA	16213712
2114444	chr19	16222390	16222813	+	152	44536	0.42	424	95.3	-1.16	0.56	NA	16222697
2114458	chr19	16228660	16228819	+	44	97	0.12	160	11.39	-3.04	0.08	NA	16228766
2114473	chr19	16232551	16232623	+	27	71	0.21	73	0.14	-2.06	0.15	NA	16232620
2114483	chr19	16236273	16236358	+	27	227	0.56	86	-36.98	-0.32	0.51	NA	16236273
2114487	chr19	16238241	16238308	+	30	130	0.28	68	-7.2	-2.18	0.15	NA	16238243
2114490	chr19	16238829	16238881	+	21	84	0.35	53	7.88	-1.32	0.24	NA	16238874
2114504	chr19	16242268	16242567	+	66	123	0.07	300	2.63	-3.63	0.07	NA	16242384
2114506	chr19	16242688	16242842	+	34	60	0.18	155	-28.45	-2.68	0.08	NA	16242721
2114509	chr19	16242996	16243308	+	87	280	0.1	313	-2.07	-3.63	0.13	NA	16243191
2114512	chr19	16243508	16244244	+	219	10785	0.43	737	337.05	-0.69	0.65	NA	16244234
2114532	chr19	16254436	16254584	+	92	6681	0.26	149	14.96	-2	0.39	NA	16254536
2114533	chr19	16254630	16254759	+	33	68	0.12	130	-8.9	-2.7	0.07	NA	16254651
2114581	chr19	16263366	16263520	+	36	171	0.57	155	18.13	-0.94	0.43	NA	16263451
2114585	chr19	16263730	16263969	+	40	121	0.27	240	24.8	-2.02	0.24	NA	16263919
2114657	chr19	16296165	16296327	+	75	3254	0.18	163	-15.97	-2.1	0.34	NA	16296227
2114677	chr19	16302592	16302813	+	42	179	0.46	222	4.66	-1.45	0.36	NA	16302675
2114685	chr19	16308662	16308818	+	67	1288	0.4	157	-12.44	-1.85	0.37	NA	16308720
2114697	chr19	16314297	16314403	+	20	63	0.24	107	19.19	-1.57	0.17	NA	16314388
2114977	chr19	16607155	16607238	+	25	100	0.17	84	12.73	-1.94	0.15	NA	16607203
2115058	chr19	16653394	16653477	+	25	185	0.25	84	-11.3	-1.57	0.23	NA	16653418
2115105	chr19	16683358	16683497	+	47	126	0.14	140	13.21	-2.82	0.13	NA	16683488
2115164	chr19	16702475	16702475	+	1	69	1	1	0	2	1	NA	16702474
2115209	chr19	16771937	16772033	+	38	208	0.15	97	-16.7	-2.19	0.2	NA	16771948
2115421	chr19	16940170	16940228	+	27	251	0.33	59	12.28	-1.49	0.27	NA	16940207
2115702	chr19	17186495	17186685	+	76	526	0.25	191	-8.98	-2.73	0.24	NA	17186573
2116148	chr19	17326151	17326210	+	17	50	0.42	60	10.1	-1.04	0.26	NA	17326199
2116168	chr19	17336996	17337086	+	23	154	0.25	91	-0.03	-1.57	0.21	NA	17337037
2116170	chr19	17337348	17337470	+	26	127	0.48	123	1.04	-1.1	0.34	NA	17337412
2116230	chr19	17378148	17378337	+	81	1943	0.23	190	14.71	-2.18	0.34	NA	17378250
2116278	chr19	17392658	17392729	+	39	334	0.12	72	-1.08	-2.32	0.18	NA	17392683
2116320	chr19	17403356	17403399	+	12	57	0.6	44	0.94	-0.3	0.36	NA	17403380
2116346	chr19	17416603	17416701	+	52	502	0.17	99	15.26	-2.55	0.2	NA	17416679
2116365	chr19	17420310	17420432	+	66	1216	0.24	123	-14.22	-2.23	0.3	NA	17420347
2116438	chr19	17448321	17448408	+	30	157	0.19	88	6.16	-1.79	0.23	NA	17448362
2116441	chr19	17449480	17449506	+	4	68	0.94	27	6	1.59	0.79	NA	17449498
2116537	chr19	17516479	17516701	+	67	768	0.32	223	-6.14	-1.64	0.4	NA	17516548
2116539	chr19	17516814	17516981	+	45	181	0.2	168	-13.25	-2.56	0.17	NA	17516876
2116748	chr19	17622420	17622498	+	48	1057	0.29	79	-15.16	-1.83	0.31	NA	17622442
2116781	chr19	17632037	17632073	+	15	56	0.16	37	-1.36	-1.44	0.12	NA	17632052
2116791	chr19	17638025	17638112	+	37	258	0.31	88	-5.1	-1.67	0.29	NA	17638074
2116863	chr19	17666358	17666510	+	66	1166	0.36	153	43.76	-2.07	0.33	NA	17666489
2116868	chr19	17666692	17666764	+	25	58	0.19	73	-2.4	-2.18	0.1	NA	17666743
2117057	chr19	17830260	17830310	+	30	818	0.44	51	7.08	-0.47	0.5	NA	17830287
2117136	chr19	17858494	17858594	+	26	83	0.31	101	17.51	-1.84	0.18	NA	17858562
2117139	chr19	17862256	17862405	+	41	332	0.19	150	-24.32	-2.24	0.21	NA	17862288
2117159	chr19	17865873	17865960	+	22	76	0.18	88	-14.22	-1.94	0.12	NA	17865900
2117327	chr19	17946863	17946863	+	1	105	1	1	0	2	1	NA	17946862
2117346	chr19	17970677	17970757	+	46	1331	0.27	81	7.38	-1.11	0.44	NA	17970728
2117360	chr19	17974072	17974096	+	14	67	0.21	25	2.09	-1.22	0.15	NA	17974093
2117419	chr19	18043810	18043859	+	33	1013	0.32	50	-9.11	-1.35	0.34	NA	18043824
2117541	chr19	18111907	18111973	+	19	87	0.31	67	0.02	-1.45	0.19	NA	18111933
2117600	chr19	18133158	18133259	+	37	142	0.13	102	-6.11	-2.43	0.15	NA	18133212
2117650	chr19	18143896	18143944	+	17	60	0.32	49	-6.48	-1.46	0.15	NA	18143917
2117720	chr19	18208553	18208622	+	34	534	0.4	70	2.53	-1.22	0.37	NA	18208586
2117834	chr19	18256189	18256194	+	2	5488	1	6	2.5	1.99	0.99	NA	18256193
2117874	chr19	18263950	18264087	+	72	483	0.12	138	1.02	-3.15	0.17	NA	18264003
2117927	chr19	18279166	18279330	+	31	83	0.14	165	-13.65	-2.44	0.1	NA	18279220
2117964	chr19	18284415	18284668	+	97	18180	0.72	254	75.15	0.07	0.71	NA	18284621
2117993	chr19	18288653	18288902	+	70	1755	0.26	250	-14.21	-1.44	0.44	NA	18288758
2118019	chr19	18303995	18304134	+	40	128	0.12	140	-13.3	-2.69	0.12	NA	18304046
2118030	chr19	18306810	18307001	+	25	54	0.24	192	-12.69	-2.1	0.12	NA	18306906
2118132	chr19	18392797	18393002	+	38	153	0.58	206	1.09	-0.91	0.44	NA	18392900
2118191	chr19	18414413	18414520	+	30	127	0.2	108	-3.25	-2.01	0.18	NA	18414475
2118252	chr19	18438573	18438575	+	3	52	0.42	3	-0.04	0.44	0.02	NA	18438573
2118265	chr19	18451369	18451455	+	49	454	0.3	87	5.06	-1.68	0.34	NA	18451395
2118271	chr19	18452220	18452251	+	11	83	0.66	32	10.49	0.06	0.44	NA	18452249
2118374	chr19	18479009	18479020	+	5	55	0.82	12	3.23	1.03	0.58	NA	18479018
2118452	chr19	18530115	18530271	+	76	1230	0.21	157	20.9	-2.61	0.26	NA	18530223
2118619	chr19	18668552	18668776	+	109	5741	0.25	225	12.07	-2.08	0.4	NA	18668687
2118650	chr19	18675854	18675860	+	4	67	0.93	7	-2.61	1.51	0.76	NA	18675853
2118665	chr19	18680078	18680098	+	9	69	0.52	21	5.71	-0.32	0.27	NA	18680096
2118674	chr19	18682611	18682700	+	66	2009	0.34	90	10.84	-1.7	0.39	NA	18682678
2118690	chr19	18685894	18686025	+	41	397	0.24	132	39.47	-1.97	0.26	NA	18686010
2118732	chr19	18699550	18699676	+	64	1665	0.41	127	-6.51	-0.85	0.53	NA	18699606
2118865	chr19	18794429	18794506	+	28	52	0.15	78	8.31	-2.45	0.07	NA	18794452
2119022	chr19	18942701	18942824	+	46	690	0.58	124	-1.42	-0.72	0.51	NA	18942766
2119130	chr19	18976920	18976957	+	20	73	0.19	38	-0.84	-1.8	0.12	NA	18976928
2119138	chr19	18977761	18977867	+	28	53	0.17	107	5.17	-2.44	0.08	NA	18977858
2119218	chr19	19030475	19030637	+	61	2419	0.37	163	-30.84	-1.57	0.4	NA	19030522
2119261	chr19	19039335	19039410	+	15	70	0.56	76	27.36	-0.51	0.36	NA	19039407
2119336	chr19	19144370	19144466	+	47	382	0.24	97	-2.15	-2.23	0.24	NA	19144417
2119337	chr19	19144494	19144594	+	38	195	0.11	101	-9.21	-2.57	0.13	NA	19144525
2119338	chr19	19144622	19144741	+	55	221	0.14	120	11.04	-2.94	0.15	NA	19144719
2119384	chr19	19168385	19168598	+	38	51	0.1	214	26.4	-3.05	0.04	NA	19168587
2119393	chr19	19174753	19174855	+	29	90	0.23	103	-5.6	-2.02	0.17	NA	19174802
2119424	chr19	19193687	19193687	+	1	73	1	1	0	2	1	NA	19193686
2119567	chr19	19303000	19303140	+	32	61	0.11	141	-11.41	-2.69	0.06	NA	19303069
2119571	chr19	19303524	19303888	+	130	4336	0.17	365	35	-2.65	0.34	NA	19303765
2119582	chr19	19308008	19308053	+	14	140	0.88	46	-6.72	1.03	0.75	NA	19308022
2119697	chr19	19431623	19431686	+	28	389	0.39	64	-3.99	-0.95	0.39	NA	19431652
2119724	chr19	19443126	19443129	+	4	60	0.53	4	0.77	0.37	0.18	NA	19443128
2119869	chr19	19496568	19496822	+	63	274	0.18	255	-24.98	-2.88	0.18	NA	19496650
2119906	chr19	19516464	19516628	+	37	78	0.15	165	24.51	-2.69	0.1	NA	19516577
2120135	chr19	19618036	19618056	+	11	58	0.31	21	-2.71	-0.84	0.18	NA	19618044
2120164	chr19	19627002	19627142	+	49	4303	0.43	141	-38.11	-0.82	0.5	NA	19627032
2120192	chr19	19638936	19638985	+	19	107	0.28	50	16.06	-1.19	0.25	NA	19638983
2120225	chr19	19644815	19645339	+	92	197	0.12	525	-57.85	-3.68	0.13	NA	19644950
2120301	chr19	19711935	19712089	+	29	65	0.12	155	-3.45	-2.53	0.07	NA	19712013
2120402	chr19	19779575	19779768	+	52	282	0.15	194	-25.88	-2.57	0.2	NA	19779646
2120527	chr19	19887370	19887452	+	21	97	0.1	83	-9.35	-2.04	0.08	NA	19887381
2120666	chr19	19976616	19976787	+	52	385	0.22	172	-28.33	-2.27	0.25	NA	19976657
2120713	chr19	20011685	20011791	+	21	68	0.29	107	12.59	-1.77	0.14	NA	20011753
2120752	chr19	20081092	20081092	+	1	51	1	1	0	2	1	NA	20081091
2120887	chr19	20235791	20235850	+	13	53	0.32	60	2.63	-0.87	0.23	NA	20235848
2120891	chr19	20236075	20236195	+	43	1727	0.61	121	-37.39	-0.45	0.55	NA	20236086
2120915	chr19	20277988	20278048	+	18	71	0.59	61	-12.68	-0.49	0.4	NA	20277996
2120976	chr19	20369178	20369264	+	28	100	0.22	87	-13.21	-2.05	0.16	NA	20369182
2120978	chr19	20369382	20369451	+	18	114	0.28	70	5.12	-1.4	0.18	NA	20369444
2120980	chr19	20369554	20369603	+	20	89	0.16	50	12.72	-1.77	0.13	NA	20369583
2120983	chr19	20369842	20369877	+	10	83	0.43	36	5.31	-0.55	0.23	NA	20369865
2120991	chr19	20370338	20370347	+	8	50	0.32	10	2.12	-0.55	0.15	NA	20370346
2121062	chr19	20441277	20441283	+	4	191	0.9	7	2.83	1.41	0.7	NA	20441282
2121085	chr19	20503237	20503237	+	1	66	1	1	0	2	1	NA	20503236
2121264	chr19	20959053	20959148	+	27	130	0.57	96	8.6	-0.8	0.41	NA	20959108
2121412	chr19	21106025	21106133	+	30	131	0.3	109	-4.03	-1.79	0.23	NA	21106087
2121507	chr19	21203403	21203523	+	56	644	0.31	121	-2.99	-2.02	0.31	NA	21203461
2121594	chr19	21239570	21239574	+	4	58	0.48	5	-0.6	0.3	0.15	NA	21239570
2121660	chr19	21264938	21265094	+	48	315	0.16	157	-21.5	-2.26	0.24	NA	21264972
2121792	chr19	21324790	21324902	+	44	535	0.3	113	-8.07	-1.48	0.36	NA	21324835
2122000	chr19	21541731	21541833	+	46	213	0.14	103	17.09	-2.68	0.15	NA	21541800
2122065	chr19	21579856	21580013	+	42	226	0.17	158	-14.58	-2.39	0.19	NA	21579904
2122481	chr19	22361164	22361178	+	3	758	1	15	6.97	1.97	0.98	NA	22361177
2122607	chr19	22705689	22705696	+	5	111	0.87	8	-2.28	1.27	0.68	NA	22705689
2122700	chr19	22882366	22882385	+	8	90	0.62	20	0.14	0.12	0.37	NA	22882376
2122849	chr19	23257973	23258041	+	26	308	0.5	69	-13.74	-0.99	0.36	NA	23257999
2123103	chr19	23780308	23780381	+	10	134	0.93	74	-0.18	1.38	0.81	NA	23780343
2123104	chr19	23780417	23780420	+	4	452	0.48	4	-0.07	0.65	0.33	NA	23780418
2123154	chr19	23887369	23887374	+	2	246	1	6	-2.48	1.96	0.96	NA	23887368
2123217	chr19	24009874	24009936	+	30	1641	0.42	63	-4.06	-0.47	0.5	NA	24009900
2123218	chr19	24009984	24010038	+	19	196	0.31	55	-0.36	-1.27	0.23	NA	24009997
2123219	chr19	24010077	24010131	+	20	189	0.38	55	-9.17	-1.05	0.29	NA	24010095
2123221	chr19	24010245	24010284	+	9	56	0.46	40	-0.62	-0.17	0.32	NA	24010263
2123222	chr19	24010352	24010426	+	22	93	0.2	75	9.08	-1.6	0.19	NA	24010424
2123223	chr19	24010516	24010637	+	34	498	0.31	122	-22.25	-1.64	0.28	NA	24010550
2123227	chr19	24010851	24010916	+	22	935	0.63	66	12.38	0.27	0.61	NA	24010896
2123275	chr19	24097630	24097713	+	22	220	0.37	84	-7.13	-1.02	0.32	NA	24097660
2123351	chr19	24216177	24216397	+	45	120	0.09	221	-40.55	-3.02	0.09	NA	24216261
2123409	chr19	24269953	24270030	+	20	67	0.21	78	1.99	-1.82	0.12	NA	24270029
2123646	chr19	28284322	28284417	+	46	401	0.16	96	0.02	-2.29	0.22	NA	28284369
2123648	chr19	28284904	28284976	+	31	160	0.27	73	-6.23	-1.95	0.2	NA	28284924
2123815	chr19	28559036	28559207	+	41	279	0.28	172	13.36	-1.61	0.33	NA	28559136
2123895	chr19	28731479	28731480	+	2	53	0.64	2	-0.14	1.06	0.06	NA	28731478
2124059	chr19	29097474	29097987	+	191	19905	0.82	514	-93.33	0.49	0.8	NA	29097636
2124061	chr19	29098101	29098242	+	65	788	0.27	142	15.82	-2.37	0.27	NA	29098188
2124120	chr19	29104278	29104427	+	38	85	0.21	150	-16.98	-2.61	0.12	NA	29104314
2124512	chr19	30097158	30097233	+	30	1162	0.27	76	4.97	-1.19	0.35	NA	30097203
2124562	chr19	30129266	30129266	+	1	50	1	1	0	2	1	NA	30129265
2124587	chr19	30156288	30156443	+	61	858	0.17	156	-2.82	-2.4	0.26	NA	30156366
2124641	chr19	30177904	30177912	+	2	66	0.98	9	-3.88	1.89	0.89	NA	30177903
2124818	chr19	30433103	30433327	+	72	446	0.22	225	-55.58	-2.6	0.25	NA	30433165
2124819	chr19	30433374	30433485	+	26	128	0.58	112	-11.25	-0.72	0.42	NA	30433416
2124960	chr19	30477244	30477325	+	17	212	0.78	82	-20.77	0.54	0.64	NA	30477259
2124994	chr19	30500137	30500206	+	25	64	0.3	70	15.45	-1.9	0.16	NA	30500203
2125002	chr19	30501998	30502144	+	31	52	0.15	147	-11.4	-2.59	0.07	NA	30502105
2125475	chr19	31410131	31410131	+	1	60	1	1	0	2	1	NA	31410130
2125855	chr19	32549742	32549742	+	1	63	1	1	0	2	1	NA	32549741
2125969	chr19	32836459	32836630	+	70	1053	0.13	172	-9.49	-2.51	0.26	NA	32836523
2126139	chr19	32896965	32897030	+	15	51	0.31	66	19.34	-1.12	0.2	NA	32897020
2126302	chr19	33071983	33072213	+	114	3872	0.18	231	11.29	-2.69	0.31	NA	33072094
2126303	chr19	33072286	33072422	+	45	200	0.14	137	-0.54	-2.49	0.18	NA	33072358
2126343	chr19	33078223	33078264	+	13	53	0.17	42	7.39	-1.35	0.09	NA	33078237
2126421	chr19	33182624	33182855	+	69	610	0.24	232	-1.41	-2.41	0.28	NA	33182725
2126429	chr19	33183294	33183353	+	21	81	0.51	60	-18.66	-0.88	0.34	NA	33183294
2126642	chr19	33463080	33463253	+	57	828	0.25	174	-2.63	-2.1	0.3	NA	33463176
2126663	chr19	33468070	33468285	+	39	90	0.11	216	-14.44	-2.75	0.1	NA	33468180
2126770	chr19	33572041	33572151	+	36	259	0.3	111	-4.63	-1.98	0.23	NA	33572087
2127079	chr19	33864549	33864787	+	137	2486	0.09	239	-20.76	-3.34	0.25	NA	33864636
2127597	chr19	34663303	34663641	+	126	2417	0.17	339	-56.65	-3.04	0.28	NA	34663397
2127756	chr19	34696590	34696748	+	34	114	0.27	159	-6.18	-1.9	0.23	NA	34696612
2127842	chr19	34710301	34710446	+	38	181	0.17	146	-26.14	-2.25	0.19	NA	34710352
2127850	chr19	34712490	34712644	+	38	93	0.15	155	7.43	-2.59	0.12	NA	34712557
2127884	chr19	34718724	34718820	+	28	69	0.22	97	-9.8	-2.1	0.15	NA	34718765
2127915	chr19	34745452	34745525	+	34	119	0.16	74	-10.03	-2.2	0.18	NA	34745484
2128081	chr19	34850551	34850647	+	23	52	0.13	97	12.13	-2.14	0.09	NA	34850621
2128089	chr19	34855863	34855967	+	29	134	0.15	105	-2.86	-2.08	0.16	NA	34855929
2128091	chr19	34856038	34856273	+	121	13381	0.58	236	-43.12	-0.69	0.61	NA	34856099
2128096	chr19	34857671	34857741	+	26	111	0.19	71	9.78	-2	0.15	NA	34857702
2128103	chr19	34859486	34859608	+	48	163	0.21	123	-17.24	-2.65	0.17	NA	34859487
2128133	chr19	34868385	34868455	+	28	100	0.17	71	8.43	-2.26	0.11	NA	34868431
2128136	chr19	34868634	34868757	+	48	144	0.09	124	-6.33	-3.15	0.08	NA	34868693
2128137	chr19	34869831	34869886	+	18	124	0.23	56	18.06	-1.47	0.17	NA	34869882
2128139	chr19	34870396	34870437	+	14	93	0.31	42	13.64	-1.01	0.21	NA	34870436
2128146	chr19	34872280	34872425	+	29	93	0.16	146	22.19	-2.17	0.14	NA	34872378
2128248	chr19	34882809	34882977	+	40	70	0.11	169	0.9	-3.03	0.05	NA	34882907
2128254	chr19	34883350	34883547	+	31	52	0.1	198	15.83	-2.73	0.05	NA	34883476
2128260	chr19	34884109	34884214	+	38	171	0.16	106	-0.73	-2.55	0.13	NA	34884154
2128264	chr19	34884875	34884954	+	31	62	0.15	80	-2.74	-2.48	0.1	NA	34884932
2128271	chr19	34887201	34887230	+	19	93	0.15	30	-2.47	-1.69	0.13	NA	34887214
2128272	chr19	34887262	34887309	+	32	111	0.16	48	1.44	-2.51	0.1	NA	34887286
2128273	chr19	34887476	34887543	+	31	56	0.09	68	-0.66	-2.64	0.06	NA	34887484
2128288	chr19	34890093	34890199	+	45	125	0.1	107	9.12	-3.08	0.07	NA	34890140
2128298	chr19	34891119	34891270	+	22	50	0.26	152	-17.7	-1.95	0.11	NA	34891146
2128306	chr19	34891925	34891947	+	7	61	0.48	23	-7.97	-0.04	0.27	NA	34891927
2128326	chr19	34895268	34895359	+	41	806	0.22	92	-14.34	-1.98	0.26	NA	34895300
2128380	chr19	34919242	34919446	+	77	799	0.37	205	-31.15	-2	0.36	NA	34919322
2128436	chr19	34930697	34930780	+	16	52	0.33	84	-29.38	-1.04	0.24	NA	34930701
2128486	chr19	34941182	34941243	+	16	66	0.44	62	5.06	-0.9	0.28	NA	34941218
2128493	chr19	34942921	34943029	+	21	105	0.43	109	39.31	-1.07	0.3	NA	34943025
2128576	chr19	34959983	34960180	+	34	61	0.13	198	5.52	-2.79	0.06	NA	34960092
2128710	chr19	35168512	35168673	+	93	1729	0.17	162	4.53	-2.62	0.29	NA	35168581
2128799	chr19	35225025	35225171	+	67	439	0.14	147	6.72	-2.95	0.18	NA	35225097
2128946	chr19	35491158	35491296	+	40	110	0.13	139	-17.97	-2.82	0.09	NA	35491195
2129013	chr19	35504596	35504789	+	24	59	0.2	194	4.42	-1.87	0.16	NA	35504654
2129162	chr19	35632339	35632441	+	27	98	0.21	103	-10.93	-2.06	0.15	NA	35632375
2129181	chr19	35645532	35645749	+	136	18615	0.12	218	4.47	-2.96	0.3	NA	35645631
2129182	chr19	35645794	35646158	+	164	1811	0.18	365	-38.77	-3.6	0.24	NA	35645837
2129184	chr19	35646238	35646496	+	60	132	0.08	259	37.22	-3.42	0.08	NA	35646334
2129190	chr19	35648317	35648415	+	26	74	0.15	99	-16.7	-2.3	0.09	NA	35648322
2129199	chr19	35651603	35651715	+	33	79	0.11	113	-6.59	-2.74	0.06	NA	35651658
2129262	chr19	35660707	35660756	+	11	134	0.61	50	-5.27	-0.08	0.4	NA	35660726
2129319	chr19	35739563	35739713	+	51	241	0.28	151	5.84	-2.36	0.23	NA	35739637
2129321	chr19	35739790	35739992	+	53	696	0.53	203	12.74	-0.57	0.55	NA	35739909
2129356	chr19	35749842	35749933	+	22	111	0.27	92	4.45	-1.41	0.24	NA	35749881
2129399	chr19	35759376	35759510	+	37	207	0.38	135	11.09	-1.63	0.3	NA	35759447
2129402	chr19	35759777	35759922	+	53	242	0.14	146	6.71	-2.88	0.15	NA	35759863
2129403	chr19	35759971	35760027	+	17	81	0.35	57	6.65	-1.18	0.22	NA	35760003
2129414	chr19	35761322	35761479	+	36	144	0.15	158	11.78	-2.48	0.13	NA	35761411
2129415	chr19	35761637	35761759	+	27	54	0.24	123	-24.04	-2.15	0.13	NA	35761675
2129418	chr19	35761984	35762045	+	21	50	0.2	62	-3.4	-1.79	0.14	NA	35762023
2129435	chr19	35769580	35769661	+	35	168	0.28	82	-5.89	-1.71	0.28	NA	35769616
2129438	chr19	35769810	35769954	+	41	92	0.11	145	0.8	-3.01	0.06	NA	35769857
2129441	chr19	35770034	35770352	+	55	103	0.07	319	24.91	-3.48	0.05	NA	35770295
2129444	chr19	35770596	35770648	+	15	150	0.63	53	-5.65	0.05	0.5	NA	35770616
2129451	chr19	35782344	35782344	+	1	93	1	1	0	2	1	NA	35782343
2129486	chr19	35810921	35810928	+	2	52	0.96	8	3.23	1.76	0.76	NA	35810927
2129504	chr19	35819800	35819917	+	32	105	0.23	118	15.33	-2.26	0.15	NA	35819857
2129505	chr19	35819953	35820134	+	71	9581	0.65	182	41.55	0.03	0.68	NA	35820088
2129522	chr19	35821688	35821773	+	17	57	0.32	86	-3.39	-1.3	0.19	NA	35821723
2129531	chr19	35822604	35822660	+	16	256	0.87	57	22.19	0.97	0.74	NA	35822655
2129534	chr19	35822805	35822931	+	38	82	0.12	127	14.8	-2.84	0.08	NA	35822918
2129535	chr19	35822956	35823102	+	44	101	0.24	147	-3.73	-2.7	0.14	NA	35822977
2129542	chr19	35823472	35823575	+	27	106	0.23	104	7.48	-1.73	0.22	NA	35823524
2129543	chr19	35823602	35823803	+	64	127	0.09	202	6.33	-3.63	0.06	NA	35823633
2129558	chr19	35825995	35826229	+	95	650	0.15	235	13.03	-3.28	0.2	NA	35826153
2129567	chr19	35827126	35827246	+	31	107	0.27	121	6.13	-2.12	0.17	NA	35827244
2129575	chr19	35828102	35828376	+	57	73	0.05	275	-0.82	-3.7	0.02	NA	35828275
2129579	chr19	35828652	35828900	+	66	171	0.11	249	-12.75	-3.25	0.13	NA	35828712
2129590	chr19	35831764	35832042	+	51	90	0.08	279	4.92	-3.28	0.07	NA	35831831
2129626	chr19	35837443	35837673	+	43	113	0.15	231	21.76	-2.65	0.14	NA	35837511
2129631	chr19	35838120	35838244	+	30	124	0.21	125	15.77	-2.08	0.17	NA	35838242
2129673	chr19	35873205	35873252	+	10	50	0.42	48	5.14	-0.51	0.24	NA	35873251
2129676	chr19	35873921	35873946	+	10	289	0.44	26	-3.21	-0.15	0.35	NA	35873930
2129677	chr19	35873975	35873977	+	3	105	0.98	3	0	1.84	0.9	NA	35873975
2129678	chr19	35874175	35874280	+	36	428	0.37	106	-3.78	-1.44	0.33	NA	35874208
2129686	chr19	35874787	35874802	+	8	54	0.54	16	2.04	-0.14	0.29	NA	35874797
2129712	chr19	35899547	35899648	+	52	651	0.33	102	-7.41	-1.98	0.3	NA	35899573
2129863	chr19	36036457	36036685	+	111	2202	0.19	229	-31.46	-2.38	0.36	NA	36036526
2129886	chr19	36038250	36038262	+	11	66	0.32	13	0.09	-0.79	0.19	NA	36038255
2129923	chr19	36066499	36066551	+	33	205	0.2	53	4.88	-2.27	0.15	NA	36066549
2129924	chr19	36066578	36066606	+	14	155	0.41	29	-6.55	-0.68	0.3	NA	36066582
2129926	chr19	36066676	36066717	+	25	1342	0.8	42	7.58	0.53	0.68	NA	36066704
2129958	chr19	36103613	36103794	+	64	818	0.2	182	-37.87	-2.44	0.26	NA	36103654
2130007	chr19	36114431	36114482	+	13	54	0.52	52	17.33	-0.48	0.33	NA	36114476
2130029	chr19	36119914	36120035	+	68	3226	0.24	122	-10.46	-2.23	0.3	NA	36119966
2130048	chr19	36124577	36124718	+	34	55	0.09	142	5.08	-2.85	0.05	NA	36124587
2130049	chr19	36124747	36124922	+	35	52	0.13	176	-0.42	-2.86	0.05	NA	36124822
2130052	chr19	36125155	36125232	+	27	51	0.12	78	-10.85	-2.49	0.06	NA	36125172
2130071	chr19	36139111	36139303	+	126	74675	0.29	193	34.48	-2.2	0.4	NA	36139252
2130083	chr19	36142133	36142210	+	29	95	0.12	78	-12.08	-2.3	0.12	NA	36142148
2130103	chr19	36149594	36149658	+	28	341	0.7	65	-17.06	-0.15	0.55	NA	36149606
2130155	chr19	36204266	36204349	+	34	876	0.34	84	16.18	-1.07	0.4	NA	36204326
2130182	chr19	36208289	36208289	+	1	273	1	1	0	2	1	NA	36208288
2130328	chr19	36235934	36236004	+	16	110	0.79	71	2.23	0.49	0.62	NA	36235969
2130330	chr19	36236443	36236627	+	100	1224	0.09	185	-2.65	-3.47	0.18	NA	36236550
2130334	chr19	36237318	36237324	+	6	50	0.34	7	0.5	-0.24	0.13	NA	36237321
